Engine Size,Age of Vehicle,Speed,Road Type,Traffic Conditions,Temperature,Wind Speed,NOx Emissions
1.611171506,13,51.41677178,City,Moderate,11.18625201,13.50854213,1.733975124
1.102034783,26,45.34391899,City,Free flow,-7.591601582,4.029823213,1.470222358
5.843531231,5,6.684827483,Rural,Heavy,28.14504163,6.541718797,0.111021182
5.128701732,16,110.2212181,City,Free flow,33.37028098,16.48631538,1.832814134
1.753703451,3,73.63929689,Highway,Heavy,5.935597185,16.13709713,1.115503369
2.382059663,15,54.03583515,Rural,Moderate,22.85225289,6.117034059,1.358158679
2.314391529,21,54.72812765,Highway,Free flow,9.221528333,15.93407858,1.251557849
3.981635053,3,98.20614676,Highway,Moderate,1.080378866,5.175796825,1.528126353
2.319152172,7,69.85292198,Highway,Free flow,-0.876513692,17.63108971,0.890406196
2.705081585,13,105.692653,Rural,Free flow,-0.105365412,18.54592951,1.484178743
3.880555758,23,23.03811211,City,Moderate,-8.866433406,9.443927738,0.82819423
1.041542146,21,45.35871007,Rural,Free flow,8.500377223,9.055809092,0.541652404
5.821286572,13,64.12655571,City,Heavy,38.13994995,11.17213276,1.825239923
1.434598821,6,21.25985055,Rural,Heavy,17.68526383,2.435715515,0.711410763
3.374919933,7,17.41305806,Highway,Free flow,-5.742369282,4.651404902,1.931235347
5.528466091,7,5.966195099,Rural,Moderate,-5.67871497,6.553428586,0.442624515
5.841840064,22,42.77773904,City,Moderate,3.055862216,2.11033651,1.34273401
4.830690681,11,119.7548059,City,Free flow,4.807082357,4.864298843,1.073007898
3.90907989,24,46.3032976,Rural,Moderate,37.12906361,9.141356346,1.506471411
5.593746022,28,23.39513952,Highway,Moderate,11.0050857,10.91823592,1.730021103
2.821121906,0,37.34866424,City,Heavy,4.252070882,16.24162226,0.136566034
5.109435048,27,6.999992674,City,Free flow,26.05594663,12.55473666,1.817418658
4.8156728,7,89.99552661,City,Free flow,-7.950284296,11.62440435,1.081550159
5.040399428,16,10.55589372,Highway,Free flow,32.99851289,11.97747275,1.938841571
2.664021788,25,60.34505732,Highway,Moderate,28.27778605,11.2948294,0.793538274
2.520669729,13,7.488278433,Highway,Moderate,4.925279492,10.25802639,1.455787534
2.417108073,28,9.444840164,Rural,Heavy,31.48847915,1.320336321,1.928797758
2.490953275,2,21.0441363,Highway,Moderate,9.608567286,5.8602797,0.949312286
4.809029336,18,13.24106733,Rural,Free flow,3.298703303,18.5593507,0.203693786
3.518210713,22,90.1399813,City,Heavy,39.31649897,9.524477021,0.772904097
2.434651102,25,54.18338579,City,Heavy,2.237622449,2.472281032,1.508488225
5.519345664,29,91.44119286,City,Heavy,36.47736422,16.30948635,1.559234902
2.096319592,15,61.89267452,Rural,Free flow,0.651915711,2.018247321,0.141368268
1.638350694,24,5.584804748,Highway,Free flow,37.54924101,17.06336974,0.425536124
4.9790948,17,66.25845835,Highway,Moderate,2.073587221,6.838928537,0.683247377
1.372270008,21,35.77386641,Highway,Heavy,-4.824738429,16.49976498,0.138064034
1.985262845,19,26.77839013,Rural,Moderate,7.354503156,18.92104725,0.249994605
0.836151079,2,73.0428155,Highway,Free flow,7.603505523,4.343274246,1.001220793
5.70313046,25,76.14801592,Rural,Free flow,39.49719622,14.72500683,0.103816235
2.480655247,21,51.6197343,Highway,Free flow,36.98838707,2.661385637,1.680879327
3.385692231,6,87.8940139,Highway,Moderate,2.76648122,15.55774725,0.939007237
3.969734537,6,71.13356328,Highway,Moderate,17.78332611,0.269690018,0.779181774
4.295104847,23,5.105218192,City,Moderate,26.88192107,3.570783237,1.367385374
2.573545025,9,62.27686271,City,Free flow,15.24821249,17.92146158,1.4099568
5.362164638,16,76.24950998,City,Heavy,17.33758803,19.08045923,1.591777541
3.554183007,22,62.2599211,City,Free flow,9.434160764,7.8044664,0.385938939
2.057631913,1,41.69635698,City,Heavy,21.0534686,12.17083209,0.428908604
1.284134393,7,76.7488648,City,Free flow,-7.703309647,7.283732983,1.704689686
5.465521941,12,53.50528103,Highway,Moderate,34.23245487,19.91922567,1.128801149
2.562954913,29,119.2886566,Highway,Moderate,-9.899221295,1.490962665,0.316219883
2.615889788,21,5.821424403,Highway,Moderate,24.18722458,0.843956456,1.229040178
5.412849406,14,77.84710842,City,Free flow,32.81042613,7.231234906,0.32904093
3.95343111,1,51.8760924,Highway,Free flow,26.19766983,16.19164415,0.676862611
4.250209199,16,6.560768637,Rural,Free flow,18.77262184,10.64195135,0.441777739
1.966200409,26,56.67859805,Rural,Heavy,9.712345698,6.307192412,1.925652461
4.178091075,16,65.38263085,Highway,Free flow,38.99692731,3.794374542,1.208574079
4.21958704,5,104.9326542,Rural,Moderate,2.449049191,17.50449887,1.970260527
1.287108793,20,29.94628707,Rural,Heavy,19.5171619,0.998723196,1.73196621
2.844108168,0,102.9328315,City,Heavy,22.32299341,11.63214275,1.50874609
3.361092008,14,58.66717714,Rural,Moderate,5.037352456,16.56031772,1.112333688
4.156455939,13,3.299199795,Highway,Moderate,36.32156825,11.02149416,0.560013355
5.627256525,23,91.70922185,Highway,Moderate,35.74540853,9.535358268,1.280009696
5.826605059,22,114.1924883,Rural,Heavy,20.82689857,1.912807617,0.973803512
5.810823881,3,77.47761507,Rural,Moderate,-7.511469459,13.29977151,0.236345491
2.802508189,11,49.28933614,City,Heavy,31.06036847,12.51108111,1.182226604
5.668004826,19,91.40842827,Highway,Free flow,-2.060459921,13.10388648,1.722599395
3.495314192,21,98.47710568,City,Free flow,36.00491637,4.26071268,0.905159603
4.651996812,22,78.54173601,City,Heavy,32.10886647,1.906208278,1.652060359
4.424481853,4,10.15799215,Highway,Free flow,30.23642967,17.66406068,1.165191885
4.452917237,11,114.0269527,Highway,Heavy,9.481316822,16.45067326,0.704880408
4.938121881,20,85.93332427,Rural,Moderate,10.00637251,8.300720939,0.463248963
1.288706087,20,51.98623622,Rural,Free flow,-0.94631485,1.665632058,0.498558123
0.994210581,15,72.90405495,Rural,Moderate,-9.551080787,8.35065023,1.268152021
3.515664952,2,40.05834823,City,Free flow,29.44436642,17.14243745,0.568067618
1.922269343,8,41.51489881,Rural,Heavy,32.74602876,13.29216501,0.806146642
1.243806818,2,95.70282569,City,Free flow,3.066274592,0.41454978,0.716089249
4.114635488,17,36.6085965,City,Heavy,12.82943931,16.34798098,1.881170439
2.479373659,21,80.12031777,City,Free flow,28.92216373,4.488823898,1.529520557
4.934968213,26,96.27483696,Highway,Heavy,10.66743202,2.124809096,0.414074038
3.082651388,16,75.52204421,Rural,Moderate,-5.514015877,11.33492695,0.244473354
0.931823866,14,0.130984923,Rural,Free flow,11.95672138,14.77678553,0.93999957
5.805771756,0,63.62828313,Rural,Free flow,7.343098975,7.402463911,1.019646601
1.701130464,24,89.61918074,Rural,Free flow,14.81085549,18.90445538,1.59689636
3.655978656,8,58.76631046,Highway,Free flow,16.06211055,7.873331064,0.675952597
4.515898798,8,52.45030392,Highway,Free flow,14.33959204,15.14786567,1.785512607
4.740799774,25,18.29314613,Rural,Moderate,26.01968147,16.06615496,0.159256368
0.874846141,10,49.32325342,Rural,Free flow,-7.618389566,16.19276933,1.636933988
1.403577731,7,94.7678116,Highway,Heavy,18.41946835,17.81354656,1.069280551
1.011789772,7,84.3091884,Highway,Free flow,-8.04449083,18.56415126,0.465727299
3.265703911,15,28.91827075,City,Free flow,18.48707889,4.391283395,1.752015257
3.262053208,11,93.09069487,Highway,Moderate,25.99747184,4.222902275,1.778672093
4.00242051,7,28.41267137,Highway,Heavy,-2.518775987,19.01276992,1.346138388
1.035580851,3,75.99044659,Rural,Moderate,29.80495337,8.616142958,1.123878306
3.416308545,14,34.452476,City,Free flow,-5.210808724,5.55626968,0.118952652
4.225206884,24,52.82213767,City,Moderate,22.46837188,5.231480446,1.898129263
4.140580247,17,113.8332204,Rural,Moderate,33.61857164,12.43676498,0.6814767
2.818483616,17,7.920760297,City,Free flow,-1.099574526,17.84013091,0.686575654
4.145098736,7,95.89732668,Highway,Moderate,30.81836022,8.954738923,1.360780416
1.818113901,20,64.09342061,Rural,Moderate,39.77845398,5.021705297,0.340033042
0.921014066,2,2.930412317,City,Moderate,28.13647131,9.342766755,0.163971892
4.704529553,14,113.6262533,City,Moderate,-1.983016258,0.250068137,0.397086108
1.336244118,6,84.67502643,Rural,Moderate,-1.036024517,0.935039463,1.462763199
3.427312337,29,12.45002123,Rural,Moderate,16.56586201,6.66245145,1.729976855
5.740322229,0,29.86964586,Highway,Free flow,-3.819158251,1.390611522,0.492027675
2.324696013,9,117.1524076,Rural,Heavy,27.31304339,9.619524299,1.90859061
4.297095972,4,30.03941326,City,Free flow,37.87567437,4.385329884,1.180393824
4.916211027,28,35.91274713,Rural,Free flow,-3.921901565,5.817674785,0.541677627
3.657550188,28,60.96327787,Highway,Moderate,30.37646068,11.64492799,1.863318178
1.543556747,17,96.58306986,City,Moderate,15.21909804,9.163710574,0.113820019
4.759855285,12,87.70728649,Highway,Free flow,27.66759732,0.539667673,1.243071766
4.472459581,7,25.58451393,Rural,Moderate,6.994599876,19.86767978,0.797180807
5.927205532,11,70.81302625,Highway,Moderate,18.21188442,9.619310154,1.200451467
2.756549845,28,48.25112993,City,Heavy,33.90296122,10.2023656,0.703356894
1.234203727,17,30.91943038,Highway,Moderate,13.75377844,0.946940055,1.093653467
0.859038953,9,17.65031907,Rural,Heavy,22.8522137,13.29390854,1.316051938
1.092777034,11,35.75285505,City,Moderate,7.407467382,11.05299361,1.746909235
2.749327014,19,75.31701617,Rural,Moderate,19.5293303,4.934089805,0.299222468
5.840373185,9,82.46860972,Highway,Free flow,8.517095395,12.53201759,1.368462093
4.072872918,27,105.0942937,City,Free flow,20.40596175,8.163846709,1.076320631
3.163613537,1,21.01998287,City,Free flow,-3.794423625,13.00153039,0.251846781
5.486021655,29,86.84995832,Highway,Heavy,-5.709176466,16.32444108,0.134633156
2.409543605,2,17.6981437,Highway,Free flow,-1.275307105,7.432976608,1.987334434
5.077193663,25,76.33344686,City,Moderate,21.28735323,8.940178145,1.955133657
2.974863789,27,80.13774874,City,Moderate,35.25471855,4.677015829,1.836549051
2.757609508,25,96.40893919,Highway,Free flow,-3.967232409,5.636691719,1.510462835
5.01487732,4,103.9351271,City,Free flow,18.49424886,16.77933589,1.949848062
5.933835872,8,70.05137051,City,Moderate,8.001956555,18.70602108,1.806473354
5.1790184,19,58.57742514,Highway,Moderate,1.865787948,0.890016269,0.631353615
5.159309264,16,25.93845931,City,Moderate,18.35577921,14.71859982,0.115298583
2.957061412,20,114.7927807,City,Heavy,22.91362999,7.942748859,0.908144225
1.093152583,21,112.9957103,City,Free flow,-1.530303882,5.324944554,0.180422732
5.027085247,15,42.57011231,Highway,Free flow,20.3485714,13.76975557,1.330963628
3.142829504,24,115.8656301,Rural,Free flow,23.41369402,16.64928195,0.601834894
1.471628959,12,55.4516189,Rural,Free flow,23.27817748,12.64421587,0.535892902
5.761065342,0,102.5983218,City,Heavy,-8.854902078,12.30540877,0.132804076
3.505600045,13,91.74617571,Rural,Free flow,2.323238228,13.67717186,0.397999374
3.669915562,5,81.57079052,City,Free flow,20.14329876,3.117168478,1.001906093
1.90741364,3,77.56716618,Rural,Free flow,14.73677037,15.92495068,1.67712398
2.623055306,27,5.032279872,Highway,Free flow,23.42965665,0.782240276,1.940443688
3.472745344,23,104.850455,Rural,Moderate,21.67309628,8.452158722,1.112013197
1.564782101,28,117.5772209,City,Free flow,5.792941469,14.72154214,1.419200669
5.618255651,13,117.9862278,City,Moderate,31.07995122,5.917585306,1.953002039
1.589894006,20,60.48542197,Highway,Free flow,33.04731716,6.957275396,1.438093218
3.264600529,10,36.28384709,Highway,Moderate,33.73524556,11.93829178,0.925318697
1.799902898,7,100.1824189,City,Heavy,6.199451826,19.13921733,1.425300218
3.196049594,20,60.22716302,City,Heavy,-8.481054583,3.565430927,1.230893849
1.004423127,16,59.05607909,City,Free flow,24.72175536,11.38888234,1.509568474
4.956934074,5,62.15060804,City,Free flow,-0.28791633,8.059462604,1.230189189
4.065082025,25,105.4682944,Highway,Moderate,-3.967789069,10.9089183,1.782608172
5.342608845,6,54.42445281,City,Heavy,23.26313681,11.1332607,1.379428271
2.23976377,0,62.3507134,Rural,Moderate,33.2514342,6.121733253,1.883069153
4.992246655,24,114.0464573,Highway,Moderate,26.3784464,17.41669108,1.131839347
1.759509301,19,33.29483939,Rural,Free flow,29.46655273,11.56331777,1.751646351
1.888616481,20,63.78441563,Highway,Moderate,-4.795864547,5.727540804,1.874858142
3.319519523,29,76.77260652,Rural,Heavy,-8.095025149,16.87293108,1.433471425
3.205180524,12,4.03118269,Highway,Moderate,1.107246396,6.095681946,0.376317043
4.686848878,23,40.54116628,City,Free flow,23.10486082,12.729766,1.569067552
0.990752655,29,51.30265855,Rural,Heavy,24.57836246,19.19023355,0.699602848
2.112672111,1,7.416508749,City,Moderate,22.26627297,12.96770708,0.522181742
4.509417847,18,97.79608056,Rural,Free flow,17.69605244,19.12786015,1.44381683
3.566990123,14,18.52921294,City,Heavy,35.84493483,14.36936967,0.703292933
3.886680758,8,55.98740462,Highway,Heavy,17.4949223,13.86847712,0.652072564
4.33133206,29,100.3611835,City,Free flow,34.79707573,10.93809942,1.026244883
3.391899434,25,5.911288165,City,Moderate,13.55103392,5.715867874,0.246383301
2.27563471,25,12.05472277,Rural,Moderate,0.696439717,10.49901685,1.673033455
1.329268858,19,21.12337833,City,Heavy,32.52628424,19.22490092,1.57528362
1.594867524,26,118.8207367,Highway,Moderate,9.337710021,3.998116907,0.263956046
1.701542696,24,117.4883284,City,Heavy,18.33460122,12.87514296,0.842233567
3.527459226,5,53.29594209,City,Free flow,35.18498913,10.24282155,1.231146814
2.9340635,21,52.30093244,Highway,Moderate,-2.221518783,0.913705169,0.629095347
2.868849115,5,44.11391597,Highway,Moderate,33.79509632,0.811500616,0.687325827
5.300637055,3,3.513766172,City,Free flow,9.999794082,9.00332567,1.411962647
3.695167044,6,58.14453003,Highway,Heavy,-4.124158526,11.05564444,0.989175868
3.439573969,9,31.20280478,City,Moderate,-7.623336508,0.765580937,1.905038438
1.397151489,27,37.68255007,City,Heavy,12.93132803,19.12416831,0.265883507
3.975224221,13,54.28138236,Rural,Heavy,-2.697179305,8.764682476,1.160893089
2.300878877,3,102.0959254,Highway,Moderate,9.747505559,15.87384194,0.773101168
1.602686119,15,102.1495348,Highway,Moderate,8.343422228,15.71401714,0.674207482
3.30192853,27,32.63485379,City,Moderate,5.48302398,15.17361933,0.957382954
2.550342247,0,13.08277929,City,Moderate,28.9676187,2.887907623,1.256873813
1.129549846,8,17.15970614,City,Heavy,36.97503749,0.070775756,1.105436726
2.614114986,3,50.61377816,City,Free flow,35.63248065,14.17299164,0.54026658
5.818139935,11,75.77979392,Highway,Heavy,29.98935957,13.16828227,1.595983717
3.787260189,8,2.089788473,Highway,Moderate,33.3108914,2.919136683,0.363480664
1.526816358,20,97.05613274,Rural,Moderate,21.30290711,8.497564279,1.093953493
4.935390022,14,65.12668403,Highway,Heavy,30.48665506,12.14550774,1.873364047
1.651010903,15,56.38125843,Highway,Heavy,22.71570352,5.018237378,1.762407081
4.259025548,20,48.56312657,City,Heavy,0.880386007,3.129086359,1.015623397
3.205934885,20,5.230749278,City,Free flow,2.501881914,2.480789603,0.814600878
4.687568777,20,15.05497074,Highway,Free flow,29.14396581,10.82953451,1.587115591
2.007506015,11,13.66440031,City,Free flow,28.67630982,12.60374355,1.572089616
5.477787781,19,61.59460325,City,Heavy,14.25193046,11.13412738,0.338962834
2.541509196,23,82.89079874,Rural,Moderate,6.532657378,9.04046495,1.594944096
2.420954753,18,45.78246626,City,Moderate,8.300359442,15.50139982,0.993002204
2.092143527,26,21.10088465,Highway,Moderate,12.94584113,18.82663115,0.913133933
1.462941044,7,49.63495231,City,Free flow,0.210018609,8.087031472,0.977961079
3.622167105,19,61.87679688,City,Heavy,35.98036613,1.719832867,0.54495165
5.523942919,3,87.8711139,City,Moderate,6.800470542,19.35312695,0.606438998
3.848395126,14,79.89873169,Highway,Free flow,-5.738080242,19.84317088,1.735535678
3.979562024,26,32.2447944,Rural,Free flow,27.3841456,3.58581327,0.44248296
0.894172956,5,52.79557794,City,Free flow,30.19644517,16.66417726,0.596611683
5.335044327,2,53.53536113,City,Free flow,20.13505376,0.840883237,0.946406546
4.422584284,2,19.50061873,Rural,Heavy,-5.37076472,11.44024876,1.697168266
5.612956267,19,80.38110104,Rural,Moderate,15.09157608,7.280858927,0.628704433
1.388837838,10,60.95199206,City,Heavy,38.42746908,18.99895965,1.308089615
5.16227005,17,99.79037828,Rural,Free flow,37.64159984,17.53130221,1.619023724
2.534195693,28,46.40310456,Highway,Free flow,21.21349006,7.388573373,0.435707163
3.594457135,21,102.4586849,Rural,Moderate,23.43913622,18.96571492,0.453731731
2.600999171,23,32.75026169,City,Moderate,-3.204322448,4.947320141,0.171878432
1.71721233,6,79.29695315,Highway,Moderate,-0.641621489,10.22152798,1.023832651
4.250394334,23,104.4424799,Rural,Moderate,12.80909106,6.249791663,0.163492587
1.725787028,7,92.70625611,Highway,Free flow,15.32003648,10.00075552,0.148844771
5.797565651,29,84.1088021,Highway,Free flow,20.80334618,8.907146043,0.808253786
1.891509084,24,75.04778916,Rural,Free flow,-0.877818808,9.418736721,1.090465933
1.866726131,17,42.37576902,City,Free flow,39.50824467,15.07022145,0.517069146
1.141684925,6,109.6800044,Rural,Free flow,35.8110799,12.81623517,0.65061947
5.719800403,5,12.44163484,Rural,Heavy,10.56458044,9.43783076,1.691243177
2.741208445,8,62.35285146,Highway,Free flow,38.60090866,11.52156502,1.629254573
2.2078723,12,69.30255455,City,Heavy,-0.761368443,14.59292033,1.14192999
0.932009049,4,35.19930039,City,Heavy,38.88102116,5.559172092,1.657517251
4.226404498,8,26.09918194,Rural,Moderate,13.08959937,7.913428294,0.863291218
0.902494796,2,36.05042249,Highway,Moderate,16.6964485,6.584579978,0.499842013
2.038550461,0,67.48473388,Rural,Free flow,-3.905111754,14.72234898,1.531578838
2.324368197,23,1.015730594,Highway,Free flow,35.29055412,3.955908444,1.733759696
5.460946256,24,116.2097835,Rural,Heavy,12.90109347,10.25049209,0.238588097
0.867610002,18,71.057472,Rural,Free flow,-4.796774571,4.327813638,1.45751784
3.831816117,25,15.76987142,Highway,Moderate,12.15408411,4.112432399,1.153178791
5.050706521,27,67.06573369,Highway,Heavy,35.0099451,18.23611323,0.522479941
2.577450229,18,14.28881112,Rural,Heavy,38.99911909,6.352838062,0.594662011
